business_id,date,review_id,stars,text,type,user_id,cool,useful,funny
K2_Hmmo5crTYWiT_1sWnfQ,2011-04-23,fgEMK0d0upxfalu9JFOYTg,3,"This place is solid...solid...solid...plus its right across the street from my job...the crunchy tacos with chicken, corn salsa, pico de gallo, green salsa, cheese, lettuce and guacamole...yum yum yum...I love their salad dressing so I like to put it on my tacos too!  It is very busy during lunch so expect there to be a line...but do not worry they move quickly and it will not take too long!  They are very friendly there and I cannot complain about a thing...I just cannot say it compares to some of my 4 and 5 star reviews.",review,X_kPh3nt0AJPNPHye2rTlA,0,0,0
6imLt53br7SJ3av07jjH7w,2009-05-25,Ug5Wzg4LNZe9t5qYXE02AQ,2,"Let me say this: the bar at Hanny's is one of the best looking bars in Phoenix. This square-shaped sparkly thing gets an A+ on the presentation, and they make some great cocktails. The rest of the place... not so much. I agree with everyone else: Hanny's has a great concept for a place. They left the skeleton of an old department store intact -- complete with a completely unusable second story -- but the results aren't spectacular. The restaurant looks great inside, like it should be a real classy establishment. So why are they serving pizzas here? The pies are decent, yeah, but really? Shouldn't we be getting steak here? Prime rib? A nice grouper fillet perhaps? With such a nice space and a primo location right in the heart of downtown, I'd think Hanny's could step it up in the food department. It's like this place is confused about who it wants to be: a neighborhood fare spot or a classy dining destination.",review,xkTbpCc-YhU8-EXZDA7u0g,2,2,0
4r9-iKOagzn5oUvPE9Bz4Q,2012-09-16,Apmt0bquoBr47PjWFUx1lA,4,"We get a date night rarely throughout the year, so I try and find something new when ever we get that chance. Once we made it into the restaurant we were both quite pleased with the decor and the atmosphere, little did we realize that this was just the beginning! The wait staff here is beyond friendly and knowledgeable, our server Sam was what you would consider first class in every aspect. His attention and knowledge started our evening off in such a way that I feel indebted to him!! Then comes the food....! We had a four course meal that not only included a wine pairing for two of the courses, but also a pre-dinner cocktail. The food was exquisite, the pork chop with the kale and pickled onion main course was grand, and the paired wine could not have been better.",review,3SIjo6vQIvxwHKEpIHfaBg,2,2,1
PoRYjYUSjmeWM1WLsx_45w,2007-10-23,6b5sifuzXWw0cMd_8c9how,3,"Uh-oh. Where am I? 

The view from atop the mountain is superb. The city can be seen in all directions. Look, there's Downtown 1 and Downtown 2. And a bunch of houses under construction. And look at that sky. Wowza. 

Ok, so stopping to enjoy the view is one thing. Stopping to figure out where the hell you are is another. ""Don't worry,"" I told my friend. ""This city is laid out in a grid. If anything, we can walk down the other side of the mountain and cut back across on the street."" Oh, little did I know. 

Let me give you the back story. I've been to South Mountain twice. The first time was Christmas Eve 2006 when hardly a soul could be found. I met a friend there and we blazed our own trail. He always had his jeep in sight, so no harm in getting turned around. I trusted him to be my guide. 

The second and last time I hiked South Mountain was in February. My best friend flew in to Phoenix for the weekend (for my birthday) and since the weather was so great (in comparison to Detroit), she wanted to be out in the sun as much as possible. No problem. I knew where we could go for a good hike. Little did I know we'd get lost. 

We parked at the 24th St. entrance and picked our path, the Mormon Trail. We were on our way to discovering religion, we joked, passing by several other hikers. When we reached a recognizable summit, we stopped to appreciate the view... and then ponder our location. Should we turn around and go back the way we came? Were we still on the Mormon Trail? Where were the markers, the loops, the signs from God? We looked at each other, each of us having a take-no-prisoners personality when it comes to conquering great piles of rock. ""Onward!"" we shouted, punching the air with our fists. 

A little while later, we were once again stopped, our eye squinting against the retiring sun. I wouldn't call us ""lost,"" as this point in time, but that's only because I'm too stubborn to admit such an error. ""Let's ask somebody,"" I suggested. So, the next hiker dude that passed by, we stopped to ask him, ""Will this trail loop back around?"" ""Where do you want to go?"" he asked. That's when I realized we had tied our tennis shoes tight only to march into a rocky labyrinth. I told him where we parked and he said it was a good 2 hour hike back to our car, yet about another mile or two to the 48th St. entrance. Oh, no problem, I thought, since the city was laid out like a grid. Little did I know there are exceptions to that. 

We pressed on, thanking our impromptu guide friend. We hiked and hiked and hiked, passing by fellow hikers and mountain bikers. Finally, the trail opened up to flat land. We were close, or so we thought. When we reached the end of the trail, there was no parking lot and no street connecting us to where we needed to go. Instead, there was a long gravel road that weaved itself through a golf course. W.T.F.

We set out to walk the long gravel road until we hit Baseline, in which we were determined to cut back Westward and find my car, the only way we had of getting anywhere. The sun was setting. We had no time to waste. 

Having hiked about 15 miles already, our feet were heavy, like cinder blocks. But, we continued on. ""Let's hitch a ride,"" I suggested. People were gathering in their wonderful Ford pick-up trucks and jeeps. Hikers are friendly, I thought; somebody was bound to accept our plea for help. We opted to just do this ourselves. 

That's when a car slowed down. ""Ugh, creep,"" I thought. Instead, it was our helpful hiker friend from the summit. He asked if we needed a ride. My best friend and I exchanged glances. I thought, ""We can take him."" After a 70-second long pause, we accepted. She hopped in back and I rode shot gun, leaving my seat-belt off and the door unlocked, in case of a speedy getaway. 

We chit chatted on the drive down the road, which lead to another road, and then another and another, until we finally touched Baseline. Where the hell were we? That's when it hit us. We would have been walking another 7 miles on foot back to my car. All these windy, disjointed roads. Damn golf course. Damn South Mountain. Damn unmarked trails. It should change its name to the Moron Trail, for we just blazed it enthusiastically. 

The kind hiker man dropped us off at my car and drove away. With a sigh large enough to blanket the skyline, we unlocked my car, got inside and drove away - away from South Mountain, nature's beast and practical joker. 

We counted the miles and the minutes it would have taken us to get back to my car. Another hour, at least. The sun would have set by then and we would have missed our dinner engagement. Lucky for us, we stopped the right hiker friend at the right moment; otherwise, I may never have made it home to write this review.",review,APLIPfq1Rf8QyhHHk2uAyA,4,5,4
7SO_rX1F6rQEl-5s3wZxgQ,2012-12-20,FqfWt22uSDgca4dRK4PIgw,5,"The best gluten free pizza!! Absolutely loved the avacado pizza. So delicious. The wait staff was great, very friendly and invited us to a wine tasting while we waited.  Parking is limited, but certainly not an issue to complain about.",review,SW5RpjVtyMhxdzuA8dOdYA,0,0,0
vSEFzop2GDXsIWTLxIGMiw,2012-02-21,qfHkekpzM6EVI1mA_yZ1ug,4,"I was hella skeptical that a Phoenix fast food Mexican joint could top a Mission taqueria.  Rivas pleasantly surprised me.  I chose the two burritos with chicken meal that came with rice and beans.  Standard, but fulfilling rice and refried beans.  The burrito was a breath of fresh grilled veggies.  A warm tortilla filled with chicken, peppers and onions.  So simple and yet so mouth watering.  Best part was that the burrito was so big that I got to save the second one for my flight back to SF.  Oh, and this whole package was under $7.",review,-OMlS6yWkYjVldNhC31wYg,1,1,0
PoRYjYUSjmeWM1WLsx_45w,2012-01-11,HHASTCkx31YiMeYb8-YMIw,5,"BEAUTIFUL! Phoenix doesn't get much more amazing then when you're looking down at her from Dobbins Lookout.

A few tips:
1. Get there before 6pm. The park closes the entry but if you're in, you can stay as long as you want. 
2. Be ready for a drive up a mountain -- scary cliffs and tight corners. Make sure you go slow, watch for hikers and cyclists, and overall be cautious.
3. If you're heading to the summit for the views (Dobbins Lookout) bring a jacket or blanket. It's cold and windy when the sun goes down, even in the summer.

There are bathrooms but no water fountains at the Lookout.",review,nSLrExcVVphiNzvSf5H7vA,1,3,1
7SO_rX1F6rQEl-5s3wZxgQ,2008-01-14,Co24bDyiWK0XStIL8FzZGQ,4,"Given its location and surroundings (Postino's, fancy little grocery, etc), LGO is surprisingly casual inside, which I actually enjoyed.

There seemed to be a decent selection of wine (sorry, I didn't pay attention to the beer list) and if they don't have what you want, you can grab a bottle at the grocery and drink that.  I had the sangria, but didn't really love it.

The pizza though, oi, so yummy.  We had just cheese and sausage, and it was delicious.  I was a little iffy ordering sausage as I'm pretty picky about it, but it was great.  Had I not been trying to be a little ladylike, I could see myself scarfing down most of a whole pizza. 

I also have bumped LGO to the top of my list of good places to take out of town guests, especially pickier eaters.  Who doesn't love pizza?

Update:  The roasted corn pizza is FANTASTIC.",review,-txH2zJSBZQHO6RWvoWXuQ,3,1,1
7SO_rX1F6rQEl-5s3wZxgQ,2007-03-28,V8MQK2HLoaFrdj6tfe3Yhw,3,"The Orange is a popular, well-reputed joint in my neighborhood. The Pizzaria is connected to a small bakery and deli. IMO, it's overpriced and over-rated. The parking is usually impossible and often dangerously full of gargantuan SUVs and expensive sports cars. 

There is valet parking available at times that is also overpriced, pretentious, and unnecessary. The parking lot is tiny and I need a valet to park my car? What a racket. Overflow parking is available on street in the bicycle lane (thanks a lot folks!)

I used to have coffee here in the mornings week-ends in the outdoor cafe', but the place has become a neighborhood nusiance. The orange caters to a clientele that largely appears to regard itself as quite UMC. Probably they should be located in Paradise Valley instead of eastern Phoenix.

I give it three stars because the food is good. That can't be disputed. The facilities and the company leave much to be desired though. If your idea of an enjoyable experience includes good food surrounded by SUV-driving soccer moms with ears adhered to cell phones, this place might just be for you.",review,yy8vNTtESId44OcGyaVnbw,0,2,3
jJhNOhuGpIsJX5SEUFFWYQ,2012-12-27,tPgHu1UT0ZW23vVKuC5y7g,5,"You like hotdogs?  Motor (thats me) says get in your Mommy's oldsmobuick and get over to TEDS!  AND you sissys that like ""sonoran"" style dogs talking smack about Teds, go back to Tucson and eat your fru fru pineapple topped dogs with peanut butter.   This is old style, 4th of July chargrilled hotdogs and hamburgers.  Makes my mouth water.  Ok so visualize and taste this in your mind.  First the juicy hamburgers that have the hardwood charcoal taste that makes your mouth water.  The crispy ice berg lettuce, juicy tomato and onion make this a purist burger lover's dream.  Real good home made taste.   So now act you like you always do on the 4th of July and get an all beef hotdog.  First a warning.  You will crave their hotdogs after you eat em.  The crispy plump skin that cracks in your mouth and the taste is like when you were a kid and watching the fire works on the fourth.  Add the spicy brown mustard with their ketchup ""hot sauce"" and buddy you got yourself dilemma.  The dilemma you ask? Is do you order one more hotdog cause they are soooo goood!  Try the Italian for a spicy dog.  Don't start with me on the fries and onion rings.  Just make sure you wear your fat pants.  Motor out and going back for another dog.",review,ehtcnF3Ebvq23p107LcsuA,1,1,1
L2J3JfjXZLnX1rLhWKthqA,2008-02-05,vBnGjrTvITilgRQ6_8W16g,4,"There's not much more I can say about Rula that hasn't already been said. Except, I guess, I can tell you why I like this place. I like it for two glorious words: HAPPY + HOUR. 

Yes, those two words matters so much to me. Rula offers 1/2 off all appetizers and discounts on pints. What could be better? I say try the brie, for it comes with an unbelievable apple chutney. If you're looking to split an entree with a friend, opt for the lamb stew - served with a side of soda bread. The stew is hearty and the serving is huge. I've also had the shepherd's pie, which was pretty tasty. Way too large for one person, though. 

Also, I discovered that Rula can make ya a Raspberry or Chocolate Guinness. I don't know how either tastes, for I went with a plain (but satisfying) pint. I asked to sample the concoctions, but was told Rula doesn't let people sample liquors. Fair enough. 

If I could change one thing about this place (ok, maybe more than one thing), I'd have a larger beer selection - even sold by the bottle. I'd also make it less noisy and crowded at night. If you don't get there early enough to stake your spot, you're likely to be standing the entire time. That doesn't make for a very comfortable experience. Word to wise: take advantage of Rula's casual atmosphere and leave your ridiculously high heels at home.

It's great that Rula offers live music. I wish they offered more. Sure, the outside patio is great, but what if I'm in the mood to play darts? I guess I'll have to go to another bar for that... and for the beer I'm really craving.

WORD TO NON-MEAT EATERS:
Try their veggie burger thingy - with mushrooms, peppers and such all heaped between two soft and delicious pieces of bun. Yum. It comes served with fresh, crispy and DIVINE 'tator wedges. These ain't your normal french fries, people. I STILL have cravings for them!

Rula Bula's food deserves 5 stars!",review,APLIPfq1Rf8QyhHHk2uAyA,2,4,0
L2J3JfjXZLnX1rLhWKthqA,2010-02-20,-NZSTwgm1d03JjIDZWq01A,5,"Rula Bula gets five stars from me for two reasons:

#1 Perfect fish and chips.
#2 One of the only correctly poured Guinness drafts in AZ.

They could punch me in the neck when I walked in, and i would still give them five stars for those two reasons.

Almost all the food is good (though I can count the number of times I've had anything other than the above on one hand). The happy hour is great, with half off appetizers, including the fish nuggets, which are the fish 'n' chips I eat before I eat the fish 'n' chips.

The world's most competitive trivia night. These people STUDY for trivia night. 

Great outdoor seating, good service. Decor is interesting, especially if you like this particular famous race horse that I currently forget the name of but is the subject of approximately 90% of the wall art.",review,XMEBJp8mmpz3vsSkvg9T9Q,2,2,2
zmFc8M-hS4uuyY0hklIpoQ,2012-06-21,yoD-T4N7qi1YI3PR3wJRDQ,3,"I visited Carly's for a weekday lunch when I was downtown for work. Here is the rundown:
1) parking is horrid - common downtown, so take the lightrail (the stop is on Central and Roosevelt) or bring a fist full of quarters for the meter
2) it is crowded! well it was when I was there
3) the service was pretty good considering how swamped it was and I told the nice server I was in a hurry and she was able to take my order from soup to nuts in maybe 10 minutes even though their credit card machine was down
4) I ordered a gyro and their orzo pasta salad, the gyro was mediocre and bland but the pasta was wonderful

I will definitely try Carly's again when I am not rushed, the interior is hipster, funky, low key and the staff was very friendly.",review,tiyg_cQaPdUuSG95Xpi_sA,0,0,0
PoRYjYUSjmeWM1WLsx_45w,2011-01-10,0Z8DEk7NkirK1k88GMaerQ,5,"I have been exploring more of the park recently.  I want to add that the National Trail (which is almost 15 miles long and goes from one end to the other) is a real gem.  The views on this trail are outstanding, and on the western half, you will find far fewer people than on the eastern half.  Highly recommended.",review,d1zJj49Q5ikgvqQX0534RQ,1,1,0
FeI75xIG8PF_XZ6P80gLBQ,2009-08-16,6rN-B5QvWjlGOXMCpjCfxQ,4,"This may be fiction.  I don't know for sure.  Here's what I pretty much think happened.

The other night I was at a bar.  two days later I heard that it was Turf.  So I'm gonna go with it.  In body I was there, however my mind was suffering under an oppressive weight called alcohol that blurred pretty much every little thing that happened.

For example: did I really find myself screaming piano man at the top of my lungs, to rapturous applause from the rest of the bar?  every time I tried to stop, I was goaded forth into the next verse?  (did the piano indeed sound like a carnival?)

Was I really and truly told assuredly that I was gay?  Did I really have an argument for what felt like hours with a fair-eyed girl who has severe trust issues and one fucked up gaydar?  despite the wedding ring and total pudgy married-guy look did I still come across as gay?  (my wife tells me that it can only be the broadway rendition of a billy joel song.  I begrudgingly concede)

Did I really hear someone who claimed to be a teacher misrepresent the very definition of a parallelogram?  Did she really say that a parallelogram could not have right angles?  Did I really scoff right at her and throw down the argument-crushing example of the square (QED biatch!)?  Evidently I did, because I do remember her backing me into a corner and beating my ass with a relentless barrage of haymakers, both rights and lefts, that left me bruised like a second-rate (albeit mathematically-savvy) prizefighter the next day.  Her-110 lbs at the very most, me twice that and then some on the most gravitationally-forgiving day, and I had no response but to cower in my own fucked-up rendition of the rope-a-dope.

Her: ""flex your stomach so I can hit you.""
Me: ""Are you joking?  that's me, flexing.""  (#fat)

so I can tell you little to nothing about turf--I genuinely can't say for sure if that was the place we were at.  But since I asked right when I got there if I was allowed to yell, and the bartender said yes, yell to your heart's delight! I have to say four stars.  I would have said 5 but that looks really out of line with the rest of these reviews...",review,vhAn390OgR1H4DwacJdc7w,8,7,9
7SO_rX1F6rQEl-5s3wZxgQ,2011-08-22,u86A4P5mPKIQNir48-TUlQ,4,"Oooooh, I liked it, very much so!  Just sad that I didn't get to try more of its myriad offerings, especially the pizza.  We enjoyed a lovely brunch here on a Friday.  Cute little place, lots of ambiance, good people watching (quite the hopping place on this midsummer day), tasty food.  We had a round of Bloody Marys, and those were nicely done, as well.  A great spot to just hang and nosh and chitchat with friends.",review,Lmgv46LyI1PlLs0KNIfYFQ,0,0,0
K2_Hmmo5crTYWiT_1sWnfQ,2011-11-27,ZTPy5A93V7Ydx6pk1_G3ww,5,"Of all the Chipotle's I really like this one.  The staff is exceptionally friendly and I don't think I've ever been in the place, and I've""ve been a lot, where they weren't meticulously cleaning the restaurant with soapy suds.",review,ryjqXdp68i2I9JPOpX9URw,0,0,0
7SO_rX1F6rQEl-5s3wZxgQ,2012-09-03,vkFZfxjmbFfOgbVToyWsBw,5,"Wait a second...I have not written a review!  This is nuts!!!!!

Anyways...I adore this place.  LGO and the pizzeria are my favorite places in the world...lol...I am here at least 4-6 times per week.  It is nuts!  Anyways..the reason I am here all the time is because it is FABULOUS!!!!  This place can never go wrong!  The orange and fennel salad it amazing!  It is the perfect mix and each bite and a delight in your mouth and to your taste buds!  I often get this salad through out the week.  I love the kale and quinoa salad too!  It is my go to salad.  I am obsessed with the avocado pizza with prosciutto and goat cheese and the roasted corn pizza with prosciutto.  I wish I could get enough but I cannot!  The ambiance is awesome! Mr.Lynn is a genius and made this place so welcoming and open.  I love how its so laid back and romantic at the same time.  The parking is difficult, but you expect that since it is so popular!  Now the Peanut Butter Pie!!!  OMG OMG OMG!!  There are no words...it is DELICIOUS!!  I try to refuse every time but I cannot.  I really enjoy the sangria.  The wine selection is great!  I just love this place!!!!",review,X_kPh3nt0AJPNPHye2rTlA,3,4,1
6imLt53br7SJ3av07jjH7w,2009-03-03,qX7PnzPkPt7Zg8be_sq-hA,2,"I don't know of a single Phoenician who wasn't absolutely ecstatic about Hanny's opening.  We were all excited for this cool new ""destination.""  The husband and I were the second pair of people to walk through their doors.  There were literally hoards of employees working at the time.  There were about 15 upstairs staring at us, about 5 at the bar, and 15 or so more servers just chillin around the restaurant.  Somehow, with all these people, they managed to completely ignore us for most of our meal.  Making a typical 45 minute to 1 hour dinner experience turn into a 2 hour ordeal.

The decor of this place is beautiful.  Cool, clean, and modern.  The music fluctuates from being too loud and inappropriate for the setting to being perfect with an eclectic but well blended mix. 

The pizza is decent, but very appetizer-ish.  It is cracker thin, which turns a lot of people off, but I actually like it.  The onion strings are to die for when they aren't completely grease laden.  That's an off and on thing, not really consistent.  I don't like their sandwiches.  They are unimaginative and bland.  There really isn't a lot to choose from on the menu.

Unfortunately both times we brought friends along with us, the place was a buzz kill, and I am not really sure why.  Maybe we will try the place again now that it has been open for a while.  Hopefully Hanny's has figured out what he wants to be when he grows up.",review,W_QXYA7A0IhMrvbckz7eVg,2,4,2
Dsvx2LEC8jk9nuGsg1Kqhg,2012-04-19,HoEbCttQ_69B6xIp85qkcw,4,"Nice, clean store, well-laid out, has all the traditional TJ stuff - lots of organics - although the fruits and veggies could be a bit better stocked. 

 Those little chocolate chip cookies are death to my diet - I cannot resist them.",review,J3I2NClEbD1Xr8lOdjxlqQ,0,2,1
vSEFzop2GDXsIWTLxIGMiw,2008-02-27,8YWzrY18uC2yx3sM-cPqWg,5,"I was initially going to give Riva's 3-stars, as they're really just like any other Filiberto's/Umberto's/Roberto's/Ernie and Berto's out there, except for a couple of small differences.

For one, everything seems to be just a little bit more fresh there.  It's probably not, but it tastes like it.  And secondly, their little salsa bar is killer because their green salsa has plenty of flavor and they always have fresh pico de gallo out there, a must for any burrito.

The California Burrito, with carne asada, potatoes, pico de gallo and cheese, is a must, as is the standard Carne Asada Burrito.  But the real winner here is the Carne Asada Fries.  A metric ton of carne asada piled on top of freshly fried french fries, sour cream, cheese and guacamole for only $5?  Can't be beat, especially if you're hammered and it's 3 A.M. 

Not a classy joint, not a place you go if you're wary of stupid crap like ""health code violations"" (the best places never are), but definitely a late-night hot-spot for the Mill crowd.  Lovely.

And it's not for sissies that don't like ham in their beans either, damnit.",review,clTYUJCL-rHnVIS2WePRwA,3,1,1
FeI75xIG8PF_XZ6P80gLBQ,2009-03-05,r8-11K8NPQ3_0BFK1KiAMQ,3,"3.5 if I could, but just a 3 for now.

I really like the location and I hope more businesses open up downtown.  Their fish and chips are really really good.  A good portion too, enough to finish without getting painfully stuffed.  The beer list is decent as well, but pretty pricey for what they offer.  $5.50 for a pint of guiness?  I can get a six-pack for that.  Hopefully they start a good happy hour price - if so - I'll be back often.

I went during the grand opening and the live music was pretty good.  They ran out of guinness at about 8pm, but got another keg within the hour so it was all good.  The beer however is extremely slow.  The waitress warned us that we'll get our food before our first beer, and she was right. My friends and I all ordered irish carbombs and the waitress had no idea what we were talking about... whaaa?  So I explained what they were and she returned 15min later.  1/2 glass of guiness in water glasses, not the pint glasses.  Was probably 1/4 pint of beer and the shots were in tall shot glasses.  So tall, that if dropped in, wouldn't pass the beer level.  So we had to pour them in.  meh...

So all in all 3 stars for now.  I'll give them another shot though.",review,k1ACFw3wmqkNGoiGeNLc0w,0,0,0
